Vitesse,Pluie,Accident
"[176.66002125014074, 168.02820194286937, 177.65096731993626, 167.69748104927012, 169.35459535214395]","[0, 0, 0, 0, 0]",0
"[61.51276380076381, 86.33453993555305, 103.6932733606525, 90.90806574113243, 97.28312154807169]","[1, 1, 1, 1, 1]",1
"[54.72052694701597, 78.97565826677284, 92.06847896546682, 107.48001393367663, 116.0872161685588]","[0, 0, 0, 0, 0]",0
"[74.79537395811717, 90.11678922415972, 98.69114097267268, 91.07796134236544, 98.30627061450008]","[0, 0, 0, 0, 0]",0
"[76.37347894504154, 96.28440481106567, 95.79860528630542, 114.55552487478526, 111.31277094104013]","[1, 1, 1, 1, 1]",0
"[34.30853147169388, 86.63408786318664, 104.09002419392387, 94.83712178895094, 92.76514901155821]","[0, 0, 0, 0, 0]",0
"[60.112583970440085, 86.86518832287567, 101.06903962589259, 114.4033627118083, 124.69910579999417]","[1, 1, 1, 1, 1]",1
"[139.0528290731853, 145.08443422549894, 144.76115336906813, 146.77026396077858, 158.80624134483054]","[1, 1, 1, 1, 1]",1
"[53.99264286492975, 75.51114615060833, 93.3193195387475, 92.482385558695, 90.54742404180439]","[0, 0, 0, 0, 0]",0
"[35.31360752699864, 72.41295794807132, 90.71433156808779, 98.36962697709956, 115.04704306822454]","[1, 1, 1, 1, 1]",0
"[73.96023228363462, 93.25693040826489, 109.42235474828668, 114.8742186315828, 120.71077662865967]","[1, 1, 1, 1, 1]",0
"[42.02580921891808, 85.00749945896719, 98.86980861514328, 114.34887802182206, 104.17458566889438]","[0, 0, 0, 0, 0]",0
"[189.67430525850452, 189.73870969799998, 194.1159907639647, 190.494102821105, 187.78687017960354]","[0, 0, 0, 0, 0]",0
"[48.02033459715476, 88.737430494062, 95.15502975752193, 91.20542288464472, 108.27016216726645]","[1, 1, 1, 1, 1]",1
"[185.45689772720496, 175.342662103834, 158.3568739384566, 168.57059370421842, 153.8508103449576]","[1, 1, 1, 1, 1]",0
"[133.2768790190009, 128.13495931164607, 125.97003200043434, 107.64834677885045, 97.080002249268]","[1, 1, 1, 1, 1]",1
"[150.2644771440004, 167.6253247861736, 151.98040135468062, 148.9085215405421, 151.41149641334735]","[0, 0, 0, 0, 0]",0
"[157.17265145055904, 141.55082899625202, 136.55364009118577, 137.6764285139632, 143.37082339100115]","[1, 1, 1, 1, 1]",1
"[199.38459262286045, 195.05718640441108, 180.71124559215963, 171.7201836406785, 190.46249834234868]","[0, 0, 0, 0, 0]",1
"[149.61814959056466, 133.72206987240568, 125.72244389266262, 115.81261993448628, 111.7442355066126]","[1, 1, 1, 1, 1]",1
"[84.42854996106126, 100.95315576539815, 109.81741097799241, 116.83236379808507, 117.83263452098929]","[0, 0, 0, 0, 0]",0
"[29.066984993326027, 85.28908450689461, 104.74715695872982, 109.55191222012327, 118.19618223561159]","[0, 0, 0, 0, 0]",0
"[23.543722412279067, 51.00598148634252, 89.44531335756788, 96.67854151619856, 116.03252293171765]","[1, 1, 1, 1, 1]",1
"[104.98422595560928, 107.28142627414448, 121.33130626472183, 136.52740242256993, 119.63099229080643]","[1, 1, 1, 1, 1]",1
"[10.934064554800326, 40.34912646991463, 85.65231509941034, 103.83853329804599, 116.28041956860159]","[1, 1, 1, 1, 1]",1
"[185.35193072997774, 182.76117005205916, 183.7912782188004, 165.02777124807054, 177.98774458806383]","[1, 1, 1, 1, 1]",1
"[178.6541548623146, 192.10908567008258, 185.64146307864607, 166.21445770659818, 155.49773423192343]","[0, 0, 0, 0, 0]",1
"[88.5196629085655, 95.65312208384422, 110.43312155150058, 124.99763877809917, 107.70444061617737]","[1, 1, 1, 1, 1]",0
"[140.36295091717733, 146.5602093023871, 164.44739496895303, 158.145373521139, 141.37790422166245]","[0, 0, 0, 0, 0]",1
"[49.45503459066296, 78.94856327932585, 95.44207611840146, 95.75368443783306, 98.51171879979638]","[1, 1, 1, 1, 1]",0
"[71.28120464249905, 90.80177292623445, 107.55089418382215, 101.26875329344806, 95.4860003713292]","[1, 1, 1, 1, 1]",1
"[56.36079196355481, 85.42594881221487, 90.78655960030258, 101.04528802957635, 105.81722523363581]","[1, 1, 1, 1, 1]",1
"[61.77505899749931, 82.05865179012498, 100.0690138183658, 114.2317037833281, 113.74220988948804]","[1, 1, 1, 1, 1]",0
"[12.375803815755692, 70.90814760889393, 90.78702202936911, 98.96101234983219, 105.08255741276109]","[0, 0, 0, 0, 0]",0
"[76.62473662072674, 92.91880753383766, 101.71405037599732, 92.6834063334336, 103.40566847893733]","[0, 0, 0, 0, 0]",0
"[79.19833124548998, 97.30686045161295, 112.12976086218818, 99.29974233386964, 90.29124649133364]","[1, 1, 1, 1, 1]",0
"[81.49978598707396, 97.26574194459185, 116.2115909367603, 109.77929864566157, 96.31669167672396]","[1, 1, 1, 1, 1]",0
"[144.82702021858418, 153.30998507484864, 166.47248324562293, 170.01994848435038, 167.75408399850994]","[1, 1, 1, 1, 1]",1
"[3.1612596152459593, 82.13055167612913, 94.19579604000597, 105.94270642780138, 111.8925829273277]","[1, 1, 1, 1, 1]",1
"[79.33784188612006, 92.51132620868408, 90.66412457730303, 91.78263366011193, 91.86425433596877]","[1, 1, 1, 1, 1]",1
"[47.39602787045063, 87.28244492731463, 94.88301521948155, 107.5383473676535, 103.14038464415461]","[0, 0, 0, 0, 0]",0
"[99.41203773317946, 95.29884634924161, 102.68365193911436, 109.76435969383584, 128.2055947492894]","[1, 1, 1, 1, 1]",0
"[40.544478783565175, 68.80428628829836, 89.62840251425226, 109.39760130993116, 93.74924555557786]","[1, 1, 1, 1, 1]",1
"[133.6508744639524, 129.96328022693888, 112.12634356470103, 128.24784717026097, 114.7567298802436]","[0, 0, 0, 0, 0]",0
"[116.60877658161944, 100.8884935686142, 107.5237347675215, 93.0695927568624, 97.7147617655862]","[1, 1, 1, 1, 1]",1
"[6.882796619896103, 42.89996079014835, 76.20278384467754, 93.34289547989667, 90.42174599308561]","[0, 0, 0, 0, 0]",0
"[0.8918853947737393, 30.594421826376525, 70.63385789045581, 90.44379902007921, 108.84944747567779]","[1, 1, 1, 1, 1]",1
"[106.39850753733673, 115.49916476867281, 114.1574888088528, 118.43670653328127, 101.60719541580058]","[0, 0, 0, 0, 0]",0
"[26.109215959038877, 52.85947445552463, 73.94980549885952, 92.65317718182388, 107.10100525808947]","[1, 1, 1, 1, 1]",0
"[172.2159874170544, 160.60621930914152, 164.96832900403345, 171.35985057724633, 167.6982611707522]","[0, 0, 0, 0, 0]",0
"[191.77435687922195, 197.09474628361704, 182.40909912282743, 198.36902176768623, 189.4851757416695]","[0, 0, 0, 0, 0]",0
"[198.78255048660066, 198.57445516122604, 196.23638808847284, 184.0230717240478, 165.4042658128597]","[1, 1, 1, 1, 1]",1
"[22.772753850630558, 82.45780282361082, 99.22970851836384, 99.80938108637248, 98.02722554216103]","[1, 1, 1, 1, 1]",1
"[154.71162444574878, 144.367881042406, 139.26650555795828, 131.3170682108643, 141.71141025824298]","[0, 0, 0, 0, 0]",1
"[61.405650977109346, 85.7952561301069, 90.3439599310162, 95.40345038587671, 113.4482477876055]","[1, 1, 1, 1, 1]",1
"[13.181623514930173, 50.820783505168954, 71.43121103983538, 90.63124313915051, 96.79227029779136]","[0, 0, 0, 0, 0]",0
"[7.270236697472177, 72.01995899527543, 90.8658186255258, 95.19153260873999, 96.95378909286592]","[1, 1, 1, 1, 1]",1
"[73.09803944065027, 90.446698436279, 96.87012513378875, 114.79678671892312, 132.0674271732545]","[1, 1, 1, 1, 1]",1
"[114.57936439894416, 132.5408217441148, 141.5225844246361, 123.84931901230681, 138.87618010093314]","[0, 0, 0, 0, 0]",1
"[193.50575515087144, 187.35445676243017, 173.21595207937247, 168.33134156801594, 151.09444092306907]","[1, 1, 1, 1, 1]",1
"[147.15119878940405, 129.5904603379802, 145.86477575543972, 154.84045404203295, 166.80475347991137]","[0, 0, 0, 0, 0]",0
"[108.82420291101865, 100.79353088783942, 103.7766434625373, 98.33913467281832, 91.39162916159677]","[0, 0, 0, 0, 0]",0
"[57.907778861358274, 79.97813635143054, 91.53025748286996, 103.34275083414883, 106.62737964746078]","[1, 1, 1, 1, 1]",1
"[138.03263907642022, 123.45569605525462, 110.46033097781864, 101.28602208334833, 109.95603238199234]","[1, 1, 1, 1, 1]",1
"[150.43676666336754, 139.06048445594402, 158.96261662058765, 153.63120615979352, 141.69209064015624]","[1, 1, 1, 1, 1]",0
"[95.76283331297279, 91.3827153093302, 110.21314128717879, 117.64323703247818, 122.4191443345871]","[0, 0, 0, 0, 0]",0
"[102.1863562975415, 120.13423164280861, 104.97298717537984, 92.7722512271087, 95.70234886435865]","[1, 1, 1, 1, 1]",1
"[163.2321205634442, 162.20701637211067, 158.63147826376465, 140.37142235030234, 124.82364576226219]","[1, 1, 1, 1, 1]",1
"[196.52319759532432, 192.11950112479195, 196.88500203613447, 184.0413473055774, 188.73755993342448]","[1, 1, 1, 1, 1]",1
"[192.6647376721726, 185.86062212802793, 198.75654930058212, 193.50298340748, 180.58336544259342]","[0, 0, 0, 0, 0]",1
"[16.12706940920612, 44.21125520919552, 86.35042445547359, 93.41471556489864, 91.60125742217588]","[1, 1, 1, 1, 1]",0
"[49.413417225617366, 82.54917294977751, 97.17923578296049, 116.03701482602237, 109.52406372949959]","[0, 0, 0, 0, 0]",0
"[42.80160947919778, 86.2420413014839, 105.21249518691744, 119.68756853649484, 117.90631932390684]","[1, 1, 1, 1, 1]",0
"[27.610484821513005, 58.50621763291763, 78.57812030176365, 90.51208019801787, 99.78398343764661]","[0, 0, 0, 0, 0]",0
"[90.06849282828722, 105.14587712469694, 103.54905233602022, 92.45283533168664, 94.7071519614849]","[1, 1, 1, 1, 1]",1
"[196.6709844307197, 198.22965367547172, 185.42273576361228, 172.37942460972607, 185.74882921300167]","[0, 0, 0, 0, 0]",0
"[95.29986692015741, 109.52294640185735, 107.08052786449562, 108.94871593219578, 104.92328704837433]","[1, 1, 1, 1, 1]",0
"[160.12296810107915, 163.79543895652083, 182.08624186428943, 185.94722749846406, 179.73628032331422]","[1, 1, 1, 1, 1]",1
"[80.3902457775844, 99.63858184405237, 108.33704499568911, 111.85945476004326, 109.50887943736441]","[1, 1, 1, 1, 1]",1
"[49.507733029331355, 87.15513759769458, 104.89291856601018, 92.50931049554772, 93.82155860201567]","[1, 1, 1, 1, 1]",1
"[146.83125500430376, 134.10513873918347, 145.30597292254828, 146.96641944732744, 163.4687428446354]","[1, 1, 1, 1, 1]",1
"[44.820938917922426, 66.79198962261651, 86.84362676387723, 104.0917317235864, 108.12479030952345]","[0, 0, 0, 0, 0]",0
"[11.708698738621282, 51.89916811676784, 78.16620236772134, 97.06676354474551, 109.5475417893795]","[0, 0, 0, 0, 0]",0
"[132.5970670003177, 133.60204822953176, 146.45613943445557, 144.9800075210661, 139.66686967416757]","[1, 1, 1, 1, 1]",1
"[13.876730999432741, 39.52382019437617, 73.931745100951, 92.50782763024715, 99.21240340029311]","[1, 1, 1, 1, 1]",0
"[116.42105887154494, 114.63019806629893, 104.35016000743867, 95.46674577327715, 94.80437154351374]","[1, 1, 1, 1, 1]",1
"[8.890722391240068, 32.78054910107021, 55.294193326605374, 76.72652290991603, 90.41602583125065]","[1, 1, 1, 1, 1]",0
"[118.36491429947118, 117.8139665801225, 136.57416808700265, 141.44859180372163, 141.6807328065721]","[1, 1, 1, 1, 1]",1
"[11.77692289508261, 78.59426540382265, 90.02493572200697, 109.62738130817566, 101.46967593862975]","[1, 1, 1, 1, 1]",1
"[176.29631972643182, 180.39368994874266, 161.21620711997437, 173.83018191024706, 160.50270628316392]","[0, 0, 0, 0, 0]",0
"[178.71252495439882, 169.9056476354107, 152.90320937343387, 156.91814514969525, 155.8056907959394]","[1, 1, 1, 1, 1]",1
"[9.58240277814808, 53.85760726852795, 82.77420616993778, 98.41576310252364, 97.59803241871236]","[0, 0, 0, 0, 0]",0
"[76.85098082714251, 92.33849267070113, 107.41002887595577, 94.2004607549291, 100.85004578103664]","[0, 0, 0, 0, 0]",0
"[113.27677877653089, 114.81680628264887, 109.39519400173543, 128.39844590854625, 145.56848594200775]","[0, 0, 0, 0, 0]",1
"[67.62237170341889, 89.2346048598152, 107.19386737357182, 117.61560795825125, 129.86356321807278]","[1, 1, 1, 1, 1]",1
"[18.726998657569503, 65.58259759313327, 88.45540557875927, 106.10033958108677, 106.09599932052157]","[1, 1, 1, 1, 1]",0
"[93.48278187279344, 99.9580866173471, 102.1908658278043, 101.02748883127477, 111.95217045638536]","[1, 1, 1, 1, 1]",1
"[132.97712732815435, 150.34661066537365, 132.09255477444415, 123.18212261443287, 119.09460883604852]","[1, 1, 1, 1, 1]",1
"[162.28963125187084, 143.39427785269172, 149.68371194288187, 155.77846683236848, 164.64108894948498]","[1, 1, 1, 1, 1]",0
"[140.79671060380267, 122.88336084040462, 112.31540929775728, 128.41723385857563, 140.14100873448675]","[0, 0, 0, 0, 0]",0
"[165.33711200314755, 176.90364456187993, 157.5812014283704, 162.29025686183948, 152.9760366112324]","[1, 1, 1, 1, 1]",1
"[61.52441918052416, 83.98383320021365, 99.33251956620629, 118.93158473397466, 102.01393645895902]","[1, 1, 1, 1, 1]",0
"[179.6827265873239, 178.49088694186742, 168.45754132472462, 153.06969281344718, 162.01924751793152]","[0, 0, 0, 0, 0]",1
"[31.232259553303198, 73.20226506129313, 90.03914352820438, 102.222903776631, 114.22294602341005]","[0, 0, 0, 0, 0]",0
"[70.95124235876192, 90.045797479569, 107.62425371137684, 126.06478667228308, 134.36059785726414]","[1, 1, 1, 1, 1]",1
"[180.41804403804107, 168.01491894118638, 154.2110929851631, 168.5964257054152, 150.13198381736558]","[1, 1, 1, 1, 1]",1
"[173.99737051045574, 190.426846179907, 170.94541962722792, 167.57278169223048, 163.62227466873566]","[1, 1, 1, 1, 1]",1
"[162.60402182128982, 162.3960807797152, 161.10744402755716, 177.6412959446639, 170.9477160098284]","[0, 0, 0, 0, 0]",1
"[107.2433954837218, 115.10713364912047, 132.25704986807108, 112.58503099094824, 121.66905011196559]","[1, 1, 1, 1, 1]",1
"[150.2184121267313, 151.9812354569151, 149.81787871479997, 139.544135231242, 121.18344532898162]","[0, 0, 0, 0, 0]",0
"[171.59724300342447, 172.42263563518122, 168.704276579321, 157.89272514297204, 155.24325566019945]","[1, 1, 1, 1, 1]",1
"[148.8414724155921, 160.08023615511996, 159.9410341906335, 144.97708821722756, 143.40185588073413]","[0, 0, 0, 0, 0]",0
"[56.69161712745145, 86.52062127957248, 101.78577326228204, 99.06377400639298, 91.79228587956234]","[0, 0, 0, 0, 0]",0
"[39.46987771059227, 86.2543829370461, 96.38471595663773, 100.01692672220015, 118.93305209824251]","[0, 0, 0, 0, 0]",0
"[122.21537565661403, 140.61876714825925, 155.64098920590624, 135.724886509355, 155.2969665784741]","[1, 1, 1, 1, 1]",1
"[80.22153162265313, 95.32407664244643, 111.62317288145677, 120.03381289357213, 139.80091442626878]","[0, 0, 0, 0, 0]",0
"[9.471572562583619, 78.75203676309798, 93.08097784585424, 101.89759688986985, 99.78073807160305]","[0, 0, 0, 0, 0]",0
"[60.87849418470477, 86.35798706352254, 90.2205590944754, 101.81997856230707, 107.23179483698462]","[0, 0, 0, 0, 0]",0
"[155.1455702671301, 143.64426146006596, 150.29554812276416, 160.00585691157906, 179.33142332140403]","[0, 0, 0, 0, 0]",1
"[155.09811223112195, 150.05667412346395, 151.7632113798489, 156.23176037287334, 150.07722718999875]","[0, 0, 0, 0, 0]",0
"[139.76198710196525, 151.10171882041752, 136.64572744059805, 148.43556397137365, 165.66702631582135]","[0, 0, 0, 0, 0]",0
"[27.64382685229405, 79.94343574387878, 90.805052556849, 90.18392457706787, 92.66055857187861]","[1, 1, 1, 1, 1]",1
"[115.32954585789984, 118.2337513460601, 105.48349578319791, 109.62387447973634, 118.82298254840158]","[1, 1, 1, 1, 1]",0
"[0.9662701427716414, 72.94996449688887, 91.18211280874672, 104.5693236477547, 94.23802253156519]","[1, 1, 1, 1, 1]",0
"[71.80866816807294, 91.73768936319752, 102.78929335896564, 117.86637370745385, 135.10511429878133]","[1, 1, 1, 1, 1]",1
"[148.27722703752877, 129.491007094473, 126.38302730933864, 106.72375907183239, 100.63816921949739]","[0, 0, 0, 0, 0]",0
"[191.99343850351812, 172.840862344333, 174.517843310246, 171.9612996892235, 180.3591017362434]","[0, 0, 0, 0, 0]",0
"[9.974483994748207, 35.9013776090119, 89.88067724711344, 91.83779535746054, 101.5646313574039]","[0, 0, 0, 0, 0]",0
"[82.11571593778795, 93.53569819973056, 104.82602201919644, 92.22172685425237, 95.4873348104778]","[0, 0, 0, 0, 0]",0
"[59.07162654700595, 81.08883813050365, 95.55510191358708, 108.71500883015817, 128.26887322835148]","[0, 0, 0, 0, 0]",0
"[198.11481013541717, 181.2567501205646, 185.4553749282368, 187.49387261762797, 177.53301480777137]","[1, 1, 1, 1, 1]",1
"[65.82098324514864, 87.63461626064952, 98.80596392068375, 114.84034186766564, 115.19663235722446]","[1, 1, 1, 1, 1]",0
"[60.94614240317377, 84.97139437618812, 91.79944071993557, 96.64681672696346, 106.6500970314668]","[1, 1, 1, 1, 1]",1
"[139.60541322679677, 134.2130965645927, 148.09194226218187, 145.2935044191517, 128.10869188746958]","[1, 1, 1, 1, 1]",1
"[106.93450215515219, 99.28201237753898, 114.81034069363606, 109.96686178188051, 112.07428558406397]","[0, 0, 0, 0, 0]",0
"[86.77299860292152, 96.02704824025837, 90.40050448723363, 90.60368625214113, 101.08996900004252]","[0, 0, 0, 0, 0]",0
"[149.74893744237755, 140.0809447498662, 121.99999248220212, 117.77164297187757, 129.53820380309966]","[0, 0, 0, 0, 0]",1
"[128.04144959496605, 147.74276543802725, 150.56215699719863, 167.63636615225133, 171.1115273162758]","[0, 0, 0, 0, 0]",1
"[9.666647365505, 81.09496627274889, 93.47052181400414, 103.85611495828027, 117.88926192370829]","[1, 1, 1, 1, 1]",0
"[44.63141548180152, 74.10331861867786, 90.58976515100592, 105.00400089218437, 122.03162863221107]","[0, 0, 0, 0, 0]",0
"[145.91584363262817, 134.84012330174355, 124.98863103646062, 142.03043933263206, 157.85648797868544]","[0, 0, 0, 0, 0]",0
"[83.59130580090972, 100.34770427302304, 103.08082114656165, 119.66443042214377, 105.31063817423241]","[1, 1, 1, 1, 1]",1
"[164.35063049412003, 175.86870853941656, 172.5092651012441, 184.74061043790343, 167.53277899254178]","[1, 1, 1, 1, 1]",0
"[43.427624993407065, 89.65893180298163, 94.36189029965193, 103.04563216633098, 112.70949775713818]","[0, 0, 0, 0, 0]",0
"[44.965770843140305, 80.46454833535148, 100.17884109485325, 116.37925487498529, 120.04615529941262]","[1, 1, 1, 1, 1]",1
"[25.895582907763483, 78.22863756814989, 92.36297145268297, 110.43292886963486, 92.76527324852943]","[0, 0, 0, 0, 0]",0
"[129.16837740976962, 147.0385384582686, 149.1169607829255, 155.8530873164285, 168.85666398624267]","[0, 0, 0, 0, 0]",0
"[62.53894280412198, 89.32423125677876, 97.09703200497691, 114.30582182461649, 99.08233421868069]","[0, 0, 0, 0, 0]",0
"[115.04557855619659, 115.36040240546681, 130.38817389318268, 126.5601109480948, 116.23599333577327]","[1, 1, 1, 1, 1]",1
"[89.28349645997697, 99.78984802632769, 106.80077696458298, 126.0914259142452, 141.51340974370828]","[1, 1, 1, 1, 1]",1
"[107.04021419864247, 113.70201469398633, 110.13083892508884, 104.67662601234673, 120.71086560531845]","[0, 0, 0, 0, 0]",0
"[163.23080948957693, 173.55908333323933, 189.46201793408827, 188.84336876799313, 198.57543976761136]","[1, 1, 1, 1, 1]",0
"[50.01700513730367, 74.6991494957414, 93.70555327924039, 113.06373918903708, 107.91982236646147]","[0, 0, 0, 0, 0]",0
"[116.44566993053367, 125.10610348489502, 144.05199342521584, 133.2834486800342, 121.32089209471121]","[1, 1, 1, 1, 1]",1
"[12.318797300974826, 87.19638222857057, 91.74448336989711, 101.27318811665366, 117.30709706776274]","[1, 1, 1, 1, 1]",0
"[165.52748359440645, 169.39140108620487, 162.9963230434475, 151.62678309920102, 170.86185227487775]","[1, 1, 1, 1, 1]",1
"[163.8924073712696, 179.48971132493878, 182.9597073736105, 173.3519172890071, 192.30199194576065]","[0, 0, 0, 0, 0]",1
"[83.55533518702416, 100.81365953613421, 110.57827921706489, 107.2135503518454, 90.97667294440303]","[0, 0, 0, 0, 0]",0
"[35.50840081316162, 56.02288794934292, 82.10999319579679, 95.4569066295498, 109.3558465225255]","[1, 1, 1, 1, 1]",1
"[104.10529332094505, 90.16290946663999, 97.53545806672496, 97.79721394869736, 99.60142480922828]","[0, 0, 0, 0, 0]",0
